,text,date,time,user_id
1236,find the next hot pennystock $ joy $ cnca $ qtm $ mchp $ aapl overvalued URL,2014-02-24,15:10:11,2330196532
1237,$ gild here we go again ! this one has a lot of room to run ! $ aapl $ yelp,2014-02-24,19:39:47,221138145
1238,$ aapl apple beaten by andrex in brands league - scotsman URL,2014-02-24,02:03:33,2283836664
1239,"AT_USER as crowded as $ aapl is right now , i'm thinking $ cree might be a better idea until $ aapl proves more",2014-02-24,16:15:29,102806514
1240,todays stocks to watch $ hsic $ px $ arna $ drc $ aapl visit URL,2014-02-25,10:06:55,2264425938
1241,"if your arch rival ( apple ) had a product called the 5s , why would you call your product the s5 ? samsung $ aapl",2014-02-25,12:50:08,114782468
1242,AT_USER wait until $ tsla and $ aapl put something together . secret talks apparently being held . future looks expensive,2014-02-25,15:10:06,340471511
1243,get more info on $ mpc $ pom $ angi $ hcp $ aapl moneymanagement URL,2014-02-25,10:18:53,2238139854
1244,$ aapl proof of concept captures all ssl traffic via apple's goto fail exploit - zdnet URL,2014-02-25,19:03:09,2283836664
1245,AT_USER $ aapl doing a 10 :: 1 split ? ? ?,2014-02-25,19:06:29,66172538
1246,apple : this is ridiculous URL $ goog $ aapl,2014-02-25,16:30:03,2173999435
1247,is $ tsla the new $ aapl stock ? ripping to the moon,2014-02-25,14:43:05,225133975
1248,"rt AT_USER why the new galaxys 5 fails to impress , and more from mwc 2014 URL $ ssnlf $ sne $ aapl $ lngvy",2014-02-25,15:59:53,2352335784
1249,stocks to buy $ tyc $ fult $ ocfc $ chs $ aapl check out rate_limit_exceeded,2014-02-25,22:35:56,1043011669
1250,fvam fund : best position today $ ftnt ( opts pos ) . worse - $ aapl ( core-long ) stockaction tech,2014-02-25,21:03:45,977532660
1251,rt AT_USER what if the strategy of $ aapl is to let its competitors m & a their way into oblivion ?,2014-02-25,12:24:59,310661570
1252,"$ aapl almost close to buy zone on sentiment . we reach sub 60 % and its time to buy , buy , buy",2014-02-25,20:30:48,65424301
1253,"$ aapl - qualcomm delivers , altera talks china 4g , cisco talks network virtuali ... -> URL stock stocks stockaction",2014-02-25,11:47:19,2180886595
1254,$ aapl unofficially fixing apple's ' gotofail ' mess and how to stay safe - forbes URL,2014-02-25,05:28:03,2283836664
1255,trading signals for $ aapl URL,2014-02-25,16:18:16,15717762
1256,$ aapl - pressure mounts over arizona bill opposed by gays -> URL stock stocks stockaction,2014-02-25,23:45:08,153395860
1257,"AT_USER bs . nn is about the gov't getting its foot in the door , and about $ goog and $ aapl lobbyists .",2014-02-25,12:36:57,24515114
1258,$ aapl looks like she is headed back to the 200 day ma under $ 500 !,2014-02-25,19:53:23,28610422
1259,is it $ aapl in the bag ? URL,2014-02-25,19:54:04,291965445
1260,rt AT_USER top setups on watch today URL $ fnma $ fmcc $ ctso $ hemp $ phot $ trtc $ mjna $ gs $ aapl $ ebay,2014-02-25,20:22:40,99767719
1261,rt AT_USER apple tells AT_USER that it has asked arizona gov . jan brewer to veto the controversial religious freedom bill sb1062 $ aapl,2014-02-25,23:16:10,131039234
1262,rt AT_USER topping or popping ? the market's true value : $ tsla $ yhoo $ pcln $ nflx $ aapl $ qqq $ itmn investing - - URL,2014-02-26,15:44:21,1700369251
1263,$ aapl - should companies get involved in politics ? -> URL stock stocks stockaction,2014-02-26,03:36:45,300706809
1264,$ aapl sprint mvno ' ting ' will add support for iphone 5 on its usage based plans next ... - 9 to 5 mac URL,2014-02-26,09:03:08,2283836664
1265,rt AT_USER apple has just issued a security fix for macs . did you install the software update yet ? URL $ aapl,2014-02-26,09:07:59,142809174
1266,"rt AT_USER why the new galaxys 5 fails to impress , and more from mwc 2014 URL $ ssnlf $ sne $ aapl $ lngvy",2014-02-26,07:55:10,2269432002
1267,rt AT_USER topping or popping ? the market's true value : $ tsla $ yhoo $ pcln $ nflx $ aapl $ qqq $ itmn investing - - URL,2014-02-26,14:29:00,1382348479
1268,"$ aapl apple , samsung settlement talks fail URL",2014-02-26,22:42:33,1934537768
1269,"zero chance brewer won't veto bill . apple , nfl threatening , leftist media demonizing arizona again . $ aapl",2014-02-26,09:52:08,2205132565
1270,rt AT_USER topping or popping ? the market's true value : $ tsla $ yhoo $ pcln $ nflx $ aapl $ qqq $ itmn investing - - URL,2014-02-26,14:54:33,1665872108
1271,"$ aapl ios 7 : even if you don't jailbreak your iphone , bugs still creep in - register URL",2014-02-26,11:48:21,2283836664
1272,$ aapl chart by AT_USER URL aapl .,2014-02-26,20:48:17,373457750
1273,$ aapl fresh levels - daily trend - firm bearish actual resis & best sell 519 - 521.40 below 516.60 target 512 - 509 .. 80 intact mkt,2014-02-26,20:48:55,111838410
1274,$ aapl time to ramp up 530 . lol ...,2014-02-26,19:40:33,40811479
1275,$ aapl apple inc . ( aapl ): how the iphone 6 might use sapphire glass URL,2014-02-26,19:42:06,1923869994
1276,"AT_USER AT_USER "" trade : $ aapl long $ bidu "" confused me , as well . i've only seen "" alert "" as a prefix .",2014-02-26,16:20:41,1246918908
1277,rt AT_USER topping or popping ? the market's true value : $ tsla $ yhoo $ pcln $ nflx $ aapl $ qqq $ itmn investing - - URL,2014-02-26,22:03:00,1862394055
1278,"$ aapl ipad pro release date pushed back to 2015 ; ipad air 2 coming this year , says ... - international business times au ...",2014-02-26,22:57:12,2283836664
1279,AT_USER $ aapl $ tsla my take = merger space / satellite tv spectrum global buy $ dtv $ dish $ nflx elec autos global,2014-02-27,22:12:57,105633714
1280,rt AT_USER topping or popping ? the market's true value : $ tsla $ yhoo $ pcln $ nflx $ aapl $ qqq $ itmn investing - - URL,2014-02-27,23:45:16,1675991587
1281,rt AT_USER how to make vega your friend . a lesson in portfolio management . URL $ spy $ rut $ es_f $ aapl,2014-02-27,23:52:41,1671893046
1282,"75 % of mobile devices in the workforce are apple devices "" $ aapl",2014-02-27,13:30:29,24018964
1283,"$ aapl espn launches 15 college conference channels on apple tv , roku ... - variety URL",2014-02-27,21:30:05,2283836664
1284,battery chemistry is getting in the way of apple's vision URL via AT_USER $ tsla $ aapl $ fb $ twtr battery partnership,2014-02-27,21:31:32,110584500
1285,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-02-27,21:42:01,1707752370
1286,rt AT_USER topping or popping ? the market's true value : $ tsla $ yhoo $ pcln $ nflx $ aapl $ qqq $ itmn investing - - URL,2014-02-27,15:48:40,1889028266
1287,risk and reward analysis of apple's stock URL $ cvx $ jnj $ ko $ pep $ pg $ aapl,2014-02-27,16:00:03,201296379
1288,rt AT_USER topping or popping ? the market's true value : $ tsla $ yhoo $ pcln $ nflx $ aapl $ qqq $ itmn investing - - URL,2014-02-27,16:00:33,1676638141
1289,$ aapl apple to arizona : anti-gay bill puts mesa sapphire plant at risk URL,2014-02-27,16:06:18,1934537768
1290,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-02-27,16:07:02,1862154924
1291,$ aapl - here ’ s how apple protects touch id fingerprint data -> URL stock stocks stockaction,2014-02-27,16:08:27,404613701
1292,rt AT_USER topping or popping ? the market's true value : $ tsla $ yhoo $ pcln $ nflx $ aapl $ qqq $ itmn investing - - URL,2014-02-27,18:45:29,1678345314
1293,rt AT_USER looks like someone is buying up $ aapl today ... wouldn't be surprised of more apple buyback or more AT_USER news i …,2014-02-27,17:35:01,2204595542
1294,$ aapl - making a break for it again . bulls have this one 2day . tomorrow $ aapl news is coming ... stick to your rules . URL,2014-02-27,17:35:40,906249536
1295,nasdaq creeping up to highs of the day even as the dow and s & p have pulled back a bit . apple ( $ aapl ) rallying .,2014-02-27,17:41:01,28571999
1296,$ aapl should buy $ tivo as * part * of the itv strategy,2014-02-27,20:00:10,319727721
1297,"rt AT_USER if you missed it yesterday , here is what i had to say on fox about $ bbry and $ aapl URL",2014-02-27,21:51:30,33208443
1298,$ aapl 525 call,2014-02-27,14:58:54,61070331
1299,rt AT_USER topping or popping ? the market's true value : $ tsla $ yhoo $ pcln $ nflx $ aapl $ qqq $ itmn investing - - URL,2014-02-27,02:24:49,1654151936
1300,a different spin on s & p 500 etfs URL sp500 etf $ spy $ ivv $ rwl $ aapl $ psx $ wmt $ cop,2014-02-27,00:05:03,20345218
1301,$ aapl how the apple-china mobile deal impacts electronic arts - motley fool URL,2014-02-27,04:22:03,2283836664
1302,AT_USER AT_USER AT_USER $ tsla split cost of battery packs w / $ aapl ... monster combo ? ?,2014-02-27,17:54:53,1130746321
1303,$ aapl oscar pistorius : police fly to apple hq in california to access deleted phone ... - URL URL,2014-02-27,13:04:37,2283836664
1304,5 stocks to help you profit from the next dot-com bubble - URL $ fb $ aapl $ p $ twtr $ angi $ yelp dotcom bubble,2014-02-27,19:00:34,60350585
1305,$ aapl galaxy s5 vs iphone 5s specs comparison - inquirer URL,2014-02-27,19:03:34,2283836664
1306,$ aapl why apple wants to brand all bluetooth beacons as ibeacons URL,2014-02-27,19:07:42,1934537768
1307,get stock market reports on $ tel $ wmt $ coo $ aapl investing URL,2014-02-27,19:11:18,2310474988
1308,tbt remember when - mason out at $ grpn ! $ aapl dividends ! $ rimm downgraded & more ! throwback thursday URL,2014-02-27,15:26:45,40045763
1309,rt AT_USER topping or popping ? the market's true value : $ tsla $ yhoo $ pcln $ nflx $ aapl $ qqq $ itmn investing - - URL,2014-02-27,18:38:58,1658194770
1310,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-02-27,18:23:30,1672603698
1311,"AT_USER if i were you , i would call AT_USER personally tomorrow and tell him $ aapl is in for $ 2 billion . $ tsla gigafactory .",2014-02-27,06:28:02,322138756
1312,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-02-27,18:03:24,1743857330
1313,“ AT_USER apple is fortune's ' most admired ' for 7th year in a row : URL $ aapl ”,2014-02-27,13:15:07,33237791
1314,rt AT_USER $ aapl now down almost 8 % so far in 2014 . $ msft flat . $ goog + 9 % . $ bbry + 39 % .,2014-02-27,00:33:37,15295138
1315,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-02-27,14:33:01,1572942374
1316,rt AT_USER topping or popping ? the market's true value : $ tsla $ yhoo $ pcln $ nflx $ aapl $ qqq $ itmn investing - - URL,2014-02-27,11:40:40,1565219005
1317,$ aapl apple releases itunes 11.1 . 5 with fix for device connection issues - apple insider URL,2014-02-27,07:50:04,2283836664
1318,$ aapl apple touts secure design of ios as google chief admits android is best target ... - apple insider URL,2014-02-28,00:01:34,2283836664
1319,$ aapl [ video ] amazon going for slice of apple's music ? URL,2014-02-28,20:15:33,1934537768
1320,"salesforce , apple lead tech sector down URL $ aapl",2014-02-28,20:55:05,298080940
1321,rt AT_USER over 650k total options trade rt . AT_USER AT_USER hey pete how does $ aapl options look going into the sharehol …,2014-02-28,20:56:06,1246096020
1322,$ aapl a tale of 2 nasdaqs : this bubble is real URL,2014-02-28,14:23:08,1923869994
1323,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-02-28,20:20:24,1607265516
1324,rt AT_USER google's plan for your body and its stock split URL $ ssys $ goog google apple $ aapl 3dp 3dprinting,2014-02-28,09:35:03,2341548450
1325,$ aapl apple ceo tim cook to face shareholders with company's stock still 25 percent ... URL,2014-02-28,12:58:52,1849605206
1326,AT_USER just keeping a close watch on what i have at the moment : $ aapl $ bidu and $ cvs,2014-02-28,14:56:47,17249855
1327,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-02-28,21:51:31,1641117338
1328,"s & p 500 : is this a buying opportunity ? URL $ aapl , $ aep , $ cat , $ dd , $ fb , $ ge , $ goog , $ gs , $ mmm , $ nflx , $ pfe",2014-02-28,21:55:35,1373047406
1329,"apple stock update - $ aapl : $ 526.14 , down -1.53 ( -0.29 % ) on fri feb 28 2014 at 15:59 : 00 est ( close ) URL",2014-02-28,21:28:33,1671395204
1330,URL jc penney ' getting better ' : kniffen : how far is jc penney away from ... URL $ psid $ ba $ aapl $ spy,2014-02-28,23:19:44,2348855077
1331,$ aapl not a good morning session so far . bulls looking for continuation from yesterday arent getting it . be aware of option shenanigans,2014-02-28,16:02:46,24609836
1332,$ ctrp can pickup steam here above $ 54 . $ twtr $ aapl $ tsla,2014-02-28,19:10:48,221138145
1333,out $ aapl for nice profit on long of gap holding .. market appleaction,2014-02-28,19:15:24,223269135
1334,$ aapl love the move ! but ... but ... where's the volume ? concerning ! 650pricetag URL,2014-02-28,02:42:23,43399919
1335,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-02-28,02:42:57,1679228942
1336,$ aapl can this drop 10 % from here,2014-02-28,18:48:05,482245155
1337,$ aapl 525.00 weekly calls @ . 64/63 / 65,2014-02-28,18:54:43,430841130
1338,very frustrating - looks like $ aapl won't meet the promised february delivery date for my new mac pro,2014-02-28,18:56:40,614375596
1339,$ tol is it breakout time on $ k $ rjf $ aapl financialnews URL,2014-02-28,11:05:25,2258349865
1340,waiting for this $ aapl .. if it can hold above 530 then 535 calls would be good ..,2014-02-28,14:34:17,14633485
1341,$ aapl b . o of 530 ish resist . if holds above 530 = higher . $ amzn follow thru from yest support i posted . > 365 higher . 50 d ema resist 369 ish,2014-02-28,14:41:07,353676175
1342,$ aapl apple retail stores pushing sales of current apple tv with $ 25 itunes gift ... - mac rumors URL,2014-02-28,22:16:35,2283836664
1343,$ aapl apple inc ( nasdaq : aapl ) shares gain 4.8 % month-todate ; stock bullish ... - international business times au URL,2014-02-28,13:59:04,2283836664
1344,commented on stocktwits : $ aapl be more ambitions . why not $ 350 ? URL,2014-02-28,19:32:29,65424301
1345,rt AT_USER just how big was apple's $ 14 billion buyout ? URL $ aapl,2014-02-28,18:05:39,1357796640
1346,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-02-28,00:45:52,1669102207
1347,rt AT_USER apple is building a mobile payments platform to rival paypal URL $ ebay $ aapl,2014-02-28,06:18:54,297892981
1348,rt AT_USER just how big was apple's $ 14 billion buyout ? URL $ aapl,2014-02-28,06:27:26,814576038
1349,$ aapl reverse head and shoulder . watch out for the dandruff though .,2014-02-28,16:43:59,65424301
1350,"rt AT_USER stat on our screen just now : apple up 4,350 % over 10 yrs . $ aapl AT_USER",2014-02-28,15:44:36,217330989
1351,rt AT_USER gratified that tim cook of $ aapl watches us .. also glad that there is no news .. which could be good news given the stock's m …,2014-02-28,13:29:09,567633165
1352,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-02-28,15:46:28,1725707118
1353,$ aapl iphone 6 release date update : top 5 samsung galaxy s5 features you'd want ... - international business times au ...,2014-02-28,13:37:05,2283836664
1354,$ aapl [ video ] splunk ceo : hacking is the new reality URL,2014-03-01,08:53:04,1849605206
1355,$ pdm thinking of investing in $ jwn $ wri $ aapl visit URL,2014-03-01,16:34:36,2252564720
1356,"AT_USER $ bbry $ aapl discloses the flaw , this is the code : if ( condition ) goto fail ; fail : sslfreebuffer ( & ... )",2014-03-01,16:46:44,2233680504
1357,$ aapl pie for desert !,2014-03-01,22:05:55,43399919
1358,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-03-01,00:57:58,1631332896
1359,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-03-01,14:27:11,1700433530
1360,$ aapl - what the heck is windows 8.1 with bing anyway ? -> URL stock stocks stockaction,2014-03-01,04:45:07,153395860
1361,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-03-01,16:10:51,1909951770
1362,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-03-01,01:06:18,1369225332
1363,AT_USER here is why URL you are trailing your $ bbry $ aapl c8f28 takethisbet,2014-03-01,09:05:39,1921249669
1364,rt AT_USER $ pki its breaktout time on $ tco $ lps $ aapl liquidity URL,2014-03-01,05:50:06,460843004
1365,AT_USER $ aapl ford ditches ms : imagine having to reboot and open and shut your door while doing 100kmh on the highway .,2014-03-01,13:37:10,2233680504
1366,"$ aapl - apple plans to launch in-car operating system with ferrari , mercedes , volvo - - ft URL",2014-03-01,13:40:28,2343075954
1367,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-03-01,17:54:12,1679111275
1368,would've been more effective at 700 $ aapl ! ! tim cook to climate change deniers : get out of apple stock URL via AT_USER,2014-03-01,19:18:10,75100049
1369,"$ aapl apple launching ' ios in the car ' next week with ferrari , volvo and mercedes ... - mac rumors URL",2014-03-01,04:21:03,2283836664
1370,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-03-01,03:40:07,1394332698
1371,"iphone 6 release date rumours & leaked images : iphone 6 to use ' quantum dots ' , launch in ' july ' $ aapl ​ ​ ​ aapl URL",2014-03-02,22:02:32,1671367940
1372,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-03-02,14:04:48,1662664297
1373,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-03-02,14:07:07,1660759693
1374,AT_USER AT_USER i am extremely proud to be a shareholder in $ aapl and an avid user of various apple products .,2014-03-02,04:54:09,1717398349
1375,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-03-02,22:28:37,1637325265
1376,$ aapl what is apple inc . stock really worth ? - motley fool URL,2014-03-02,18:12:03,2283836664
1377,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-03-02,20:19:00,1668686731
1378,"AT_USER $ aapl $ bbry $ goog joke of the week , they should run the space station with ios 7 . hahahahahahahaha",2014-03-02,23:45:53,2233680504
1379,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-03-02,22:59:42,1625611718
1380,rt AT_USER yellen's back ! should be an up day and here's our outlook : $ ung $ spy $ iwm $ aapl $ tsla $ ms manipulation - - URL,2014-03-02,19:04:00,1672501328
1381,"$ aapl after pulling in $ 1 billion in 2013 , is a new apple tv on the way ? - digital trends URL",2014-03-02,05:51:03,2283836664
1382,rt AT_USER monday movers $ avl $ ambs $ my $ kips $ prpm $ mnga . $ lqmt will move on cc announcement . not an $ aapl play but medical devi …,2014-03-02,06:00:15,274264528
1383,$ tdg this weeks stocks to watch $ nvr $ tsco $ aapl worth a look URL,2014-03-02,12:15:25,380379990
1384,$ dnb great stock research $ xray $ cvx $ aapl give it a try URL,2014-03-02,12:00:36,2291606383
1385,"AT_USER "" AT_USER $ aapl p3 squeeze spike soon "" happened already",2014-03-03,18:29:02,101866726
1386,$ c daily chart $ c most recent stock chart and technical analysis . $ aapl $ bib $ abx $ dia $ skto $ bib URL URL,2014-03-03,15:05:53,2181334776
1387,"aapliphone integration , to use $ goog maps lol "" it looks as if the wait for the the apple icar is finally over : URL $ aapl ”",2014-03-03,08:49:41,259030734
1388,rt AT_USER it looks as if the wait for the the apple icar is finally over : URL $ aapl,2014-03-03,09:16:52,546908328
1389,$ aapl apple is now advertising the iphone 5c on tumblr URL,2014-03-03,16:06:12,1934537768
1390,rt AT_USER talking about $ aapl new in-car technology on AT_USER at 10:20 am et,2014-03-03,15:02:54,106498703
1391,$ spy $ qqq $ gld $ eem jim cramer : the follow-the-futures playbook URL $ aapl $ fb $ gdx $ rsx,2014-03-03,20:39:05,2369474654
1392,"AT_USER $ aapl 10 o'clock "" tonight "" russian army gonna attack & invade crimea / ukraine . cash & runfast .",2014-03-03,20:45:50,2369132834
1393,"AT_USER $ aapl all in all , z ... berg , could become an analyst "" after bankruptcy "" . go blackberry "" nsa proof",2014-03-03,14:37:24,2369132834
1394,$ aapl my longs continue higher but still be cautious,2014-03-03,14:47:48,232379382
1395,$ aapl another day of trading sideway,2014-03-03,17:48:32,43094882
1396,rt AT_USER find out the international lithium corp . ' s fact sheet here : URL $ ilc . v mining $ tsla $ aapl tesla …,2014-03-03,17:02:39,487651091
1397,"worst sentiment for sp1500 stocks at midday : $ pnc , $ dnb , $ trn , $ dv , $ aapl ( 2014/03 / 03 ) sentiment stock alexandria",2014-03-03,18:00:01,322711605
1398,"$ aapl - apple , shire , ceb , ncaa , lessig : intellectual property -> URL stock stocks stockaction",2014-03-03,05:47:08,2180886595
1399,rt AT_USER retiring apple cfo peter oppenheimer recently became a goldman board member . $ $ $ $ aapl $ gs URL,2014-03-04,14:44:39,106498703
1400,"rt AT_USER "" what would steve jobs do ? "" an inside look at apple and how it has changed since his death : URL $ aapl",2014-03-04,21:36:43,137074168
1401,apple inc . rolls out carplay ; puts iphone in the car $ aapl URL,2014-03-04,23:07:35,704897486
1402,"rt AT_USER "" what would steve jobs do ? "" an inside look at apple and how it has changed since his death : URL $ aapl",2014-03-04,20:35:14,1144135963
1403,$ aapl - apple carplay to bring iphone interface to cars -> URL stock stocks stockaction,2014-03-04,21:45:37,153395860
1404,$ aapl apple's ipad loses grip on tablet market as android hits 62 percent share - inquirer URL,2014-03-04,02:29:05,2283836664
1405,$ jll todays stocks to watch $ drc $ amgn $ aapl must see URL,2014-03-04,15:47:25,389634452
1406,"well actually , no . they rose 0.29 % URL mt AT_USER watch $ aapl shares tank on monday . URL",2014-03-04,05:16:27,15004241
1407,too late to buy $ aapl ? asking for a friend .,2014-03-04,15:07:31,2370723998
1408,rt AT_USER crisis off today ! is everything fixed ? $ ewg $ uso $ ung $ aapl $ cmg - - URL,2014-03-04,15:08:35,1867939652
1409,rt AT_USER crisis off today ! is everything fixed ? $ ewg $ uso $ ung $ aapl $ cmg - - URL,2014-03-04,15:10:21,1650969474
1410,rt AT_USER is roku david or goliath against apple & amazon ? URL $ aapl $ amzn $ goog $ ntgr roku AT_USER,2014-03-04,05:33:19,129599353
1411,rt AT_USER is roku david or goliath against apple & amazon ? URL $ aapl $ amzn $ goog $ ntgr roku AT_USER,2014-03-04,05:33:20,138349536
1412,rt AT_USER here's more on the retirement of apple cfo peter oppenheimer : URL via AT_USER $ aapl,2014-03-04,14:23:55,2326350858
1413,AT_USER i get it ... jesus ! $ aapl oppenheimerretire URL,2014-03-04,14:28:57,320761140
1414,$ aapl closing the spread . tiny loser . we are reducing risk across the board . URL,2014-03-04,19:40:10,2225736080
1415,"$ aapl fortune : apple , inc . is still the world's most admired company - motley fool URL",2014-03-04,04:36:33,2283836664
1416,$ lnc best stock newsletter on $ ges $ eix $ aapl newsletter URL,2014-03-04,18:25:52,2273367977
1417,rt AT_USER crisis off today ! is everything fixed ? $ ewg $ uso $ ung $ aapl $ cmg - - URL,2014-03-04,18:26:45,1862921168
1418,rt AT_USER apple cfo oppenheimer to retire at end of september URL $ aapl,2014-03-04,13:53:54,78295181
1419,"still the tablet leader , $ aapl loses market share to android as the devices go mainstream worldwide . URL",2014-03-04,00:15:28,2263437272
1420,rt AT_USER crisis off today ! is everything fixed ? $ ewg $ uso $ ung $ aapl $ cmg - - URL,2014-03-04,21:04:42,1650876326
1421,rt AT_USER apple $ aapl cfo peter oppenheimer to retire URL,2014-03-04,13:40:08,218503228
1422,apple's chief financial officer peter oppenheimer is retiring at the end of september . $ aapl,2014-03-04,13:49:12,40533339
1423,end of a cfo era as apple's oppenheimer is set to retire . URL $ aapl apple,2014-03-04,16:47:43,60694682
1424,rt AT_USER crisis off today ! is everything fixed ? $ ewg $ uso $ ung $ aapl $ cmg - - URL,2014-03-04,18:47:28,1651457581
1425,"$ aapl apple's carplay will put ios on your dash , already has critical mass of car ... - extremetech URL",2014-03-04,08:06:16,2283836664
1426,rt AT_USER crisis off today ! is everything fixed ? $ ewg $ uso $ ung $ aapl $ cmg - - URL,2014-03-04,17:03:05,1654149930
1427,"URL inc . ( $ amzn ) news : amazon : the good , the bad and the algorithm - seeking alpha URL $ aapl",2014-03-04,20:13:53,960484783
1428,$ aapl - qualcomm increases buyback program by $ 5 billion URL,2014-03-04,13:28:12,1280712284
1429,"$ aapl tim cook , warren buffett buck climate change - URL URL",2014-03-04,16:13:07,2283836664
1430,rt AT_USER crisis off today ! is everything fixed ? $ ewg $ uso $ ung $ aapl $ cmg - - URL,2014-03-04,17:58:22,1661422386
1431,rt AT_USER crisis off today ! is everything fixed ? $ ewg $ uso $ ung $ aapl $ cmg - - URL,2014-03-04,18:01:49,1608057594
1432,rt AT_USER crisis off today ! is everything fixed ? $ ewg $ uso $ ung $ aapl $ cmg - - URL,2014-03-04,18:54:32,1628158429
1433,rt AT_USER crisis off today ! is everything fixed ? $ ewg $ uso $ ung $ aapl $ cmg - - URL,2014-03-05,09:17:05,1625376782
1434,$ aapl gasp ! apple carplay software runs on blackberry's qnx platform - time URL,2014-03-05,09:22:03,2283836664
1435,rt AT_USER actives on open @ cboe : $ aapl $ bac $ gm $ mu $ tsla $ znga,2014-03-05,14:57:58,98926033
1436,apple - technicals levels - intraday ​ ​ ​ $ aapl ​ ​ ​ aapl URL,2014-03-05,14:19:06,1671367940
1437,rt AT_USER crisis off today ! is everything fixed ? $ ewg $ uso $ ung $ aapl $ cmg - - URL,2014-03-05,02:15:37,1663149475
1438,glass ceiling ? sapphire components maker $ gtat trending following an 11 % pop yesterday . up 92 % ytd . lot of excitement about $ aapl deal .,2014-03-05,12:49:50,104952689
1439,liquidmetal : lm 105 breakthrough bigger than we may now think URL $ aapl biotech $ ddd,2014-03-05,19:57:26,2303592204
1440,"apple outspent google in acquisitions last year , but what of in-house innovation ? $ aapl $ goog $ fb URL via AT_USER",2014-03-05,19:58:19,55762792
1441,$ aapl key levels and technical chart structure to watch in $ aapl at open URL,2014-03-05,14:28:43,364351796
1442,AT_USER so this is the new category ? daimler benz are also apparently on board . big numbers ! $ aapl,2014-03-05,17:03:30,882263516
1443,rt AT_USER crisis off today ! is everything fixed ? $ ewg $ uso $ ung $ aapl $ cmg - - URL,2014-03-05,01:15:11,1862592961
1444,rt AT_USER crisis off today ! is everything fixed ? $ ewg $ uso $ ung $ aapl $ cmg - - URL,2014-03-05,08:15:49,1662280620
1445,rt AT_USER crisis off today ! is everything fixed ? $ ewg $ uso $ ung $ aapl $ cmg - - URL,2014-03-05,08:19:55,1631659238
1446,rt AT_USER crisis off today ! is everything fixed ? $ ewg $ uso $ ung $ aapl $ cmg - - URL,2014-03-05,23:49:03,1572942374
1447,"rt AT_USER late summer apple $ aapl iphone 6 likely , jefferies says URL",2014-03-05,13:08:04,471121755
1448,AT_USER $ hysr up 450 % ! stocks cnbc news breakout AT_USER AT_USER $ tsla $ plug $ goog $ aapl $ spli $ fb buy $ hysr retweeet,2014-03-05,11:41:55,2231502417
1449,AT_USER $ hysr up 450 % ! stocks cnbc news breakout AT_USER AT_USER $ tsla $ plug $ goog $ aapl $ spli $ fb buy $ hysr retweeet,2014-03-05,11:48:04,2231502417
